model,image_id,fae_method,metric,score
resnet18,ISIC_0013073,occlusion,faithfulness_correlation,-0.16664893925189972
resnet18,ISIC_0013073,occlusion,max_sensitivity,1.5533493757247925
resnet18,ISIC_0013073,occlusion,relevance_mass_accuracy,2.7354207038879395
squeezenet,ISIC_0013073,integrated_gradients,faithfulness_correlation,-0.01592293381690979
squeezenet,ISIC_0013073,integrated_gradients,max_sensitivity,1.4996310472488403
squeezenet,ISIC_0013073,integrated_gradients,relevance_mass_accuracy,1.579595685005188
squeezenet,ISIC_0013073,saliency,faithfulness_correlation,0.14079515635967255
squeezenet,ISIC_0013073,saliency,max_sensitivity,0.9735391139984131
squeezenet,ISIC_0013073,saliency,relevance_mass_accuracy,0.7935256958007812
squeezenet,ISIC_0013073,gradcam,faithfulness_correlation,0.5118573904037476
squeezenet,ISIC_0013073,gradcam,max_sensitivity,0.6717837452888489
squeezenet,ISIC_0013073,gradcam,relevance_mass_accuracy,0.9989135265350342
squeezenet,ISIC_0013073,deep_lift,faithfulness_correlation,0.08790789544582367
squeezenet,ISIC_0013073,deep_lift,max_sensitivity,1.336237907409668
squeezenet,ISIC_0013073,deep_lift,relevance_mass_accuracy,1.7956569194793701
squeezenet,ISIC_0013073,guided_backprop,faithfulness_correlation,-0.11615350842475891
squeezenet,ISIC_0013073,guided_backprop,max_sensitivity,1.2226992845535278
squeezenet,ISIC_0013073,guided_backprop,relevance_mass_accuracy,0.6111624836921692
squeezenet,ISIC_0013073,lrp,faithfulness_correlation,-0.016239982098340988
squeezenet,ISIC_0013073,lrp,max_sensitivity,1.2816389799118042
squeezenet,ISIC_0013073,lrp,relevance_mass_accuracy,1.262372612953186
squeezenet,ISIC_0013073,occlusion,faithfulness_correlation,0.3843676745891571
squeezenet,ISIC_0013073,occlusion,max_sensitivity,1.3162778615951538
squeezenet,ISIC_0013073,occlusion,relevance_mass_accuracy,0.9036879539489746
resnet18,ISIC_0013242,integrated_gradients,faithfulness_correlation,-0.11623035371303558
resnet18,ISIC_0013242,integrated_gradients,max_sensitivity,1.275173544883728
resnet18,ISIC_0013242,integrated_gradients,relevance_mass_accuracy,-6.771901607513428
resnet18,ISIC_0013242,saliency,faithfulness_correlation,-0.06567427515983582
resnet18,ISIC_0013242,saliency,max_sensitivity,0.8579242825508118
resnet18,ISIC_0013242,saliency,relevance_mass_accuracy,0.1568472534418106
resnet18,ISIC_0013242,gradcam,faithfulness_correlation,0.1761794090270996
resnet18,ISIC_0013242,gradcam,max_sensitivity,0.6206778287887573
resnet18,ISIC_0013242,gradcam,relevance_mass_accuracy,0.2146686464548111
resnet18,ISIC_0013242,deep_lift,faithfulness_correlation,-0.053558092564344406
resnet18,ISIC_0013242,deep_lift,max_sensitivity,1.3858381509780884
resnet18,ISIC_0013242,deep_lift,relevance_mass_accuracy,2.7808828353881836
resnet18,ISIC_0013242,guided_backprop,faithfulness_correlation,-0.034341003745794296
resnet18,ISIC_0013242,guided_backprop,max_sensitivity,1.089772343635559
resnet18,ISIC_0013242,guided_backprop,relevance_mass_accuracy,0.269809752702713
resnet18,ISIC_0013242,lrp,faithfulness_correlation,-0.04850323498249054
resnet18,ISIC_0013242,lrp,max_sensitivity,1.013771414756775
resnet18,ISIC_0013242,lrp,relevance_mass_accuracy,0.8005392551422119
resnet18,ISIC_0013242,occlusion,faithfulness_correlation,-0.1610104888677597
resnet18,ISIC_0013242,occlusion,max_sensitivity,1.1558314561843872
resnet18,ISIC_0013242,occlusion,relevance_mass_accuracy,-0.034268591552972794
squeezenet,ISIC_0013242,integrated_gradients,faithfulness_correlation,-0.050313904881477356
squeezenet,ISIC_0013242,integrated_gradients,max_sensitivity,1.303068995475769
squeezenet,ISIC_0013242,integrated_gradients,relevance_mass_accuracy,1.6429681777954102
squeezenet,ISIC_0013242,saliency,faithfulness_correlation,0.2246016561985016
squeezenet,ISIC_0013242,saliency,max_sensitivity,0.9637408256530762
squeezenet,ISIC_0013242,saliency,relevance_mass_accuracy,0.1973831206560135
squeezenet,ISIC_0013242,gradcam,faithfulness_correlation,0.3754628002643585
squeezenet,ISIC_0013242,gradcam,max_sensitivity,0.4238123893737793
squeezenet,ISIC_0013242,gradcam,relevance_mass_accuracy,0.4536815583705902
squeezenet,ISIC_0013242,deep_lift,faithfulness_correlation,-0.08882077038288116
squeezenet,ISIC_0013242,deep_lift,max_sensitivity,1.2477625608444214
squeezenet,ISIC_0013242,deep_lift,relevance_mass_accuracy,1.9328759908676147
squeezenet,ISIC_0013242,guided_backprop,faithfulness_correlation,-0.05786551535129547
squeezenet,ISIC_0013242,guided_backprop,max_sensitivity,0.9702166318893433
squeezenet,ISIC_0013242,guided_backprop,relevance_mass_accuracy,-0.2929717004299164
squeezenet,ISIC_0013242,lrp,faithfulness_correlation,-0.07332094758749008
squeezenet,ISIC_0013242,lrp,max_sensitivity,1.4385031461715698
squeezenet,ISIC_0013242,lrp,relevance_mass_accuracy,1.5666409730911255
squeezenet,ISIC_0013242,occlusion,faithfulness_correlation,0.32626616954803467
squeezenet,ISIC_0013242,occlusion,max_sensitivity,0.6807659268379211
squeezenet,ISIC_0013242,occlusion,relevance_mass_accuracy,0.3747612237930298
resnet18,ISIC_0013277,integrated_gradients,faithfulness_correlation,0.025764605030417442
resnet18,ISIC_0013277,integrated_gradients,max_sensitivity,1.2231860160827637
resnet18,ISIC_0013277,integrated_gradients,relevance_mass_accuracy,1.8506405353546143
resnet18,ISIC_0013277,saliency,faithfulness_correlation,0.1089669018983841
resnet18,ISIC_0013277,saliency,max_sensitivity,0.8423961400985718
resnet18,ISIC_0013277,saliency,relevance_mass_accuracy,0.4107282757759094
resnet18,ISIC_0013277,gradcam,faithfulness_correlation,0.21237842738628387
resnet18,ISIC_0013277,gradcam,max_sensitivity,0.40650272369384766
resnet18,ISIC_0013277,gradcam,relevance_mass_accuracy,0.4925970137119293
resnet18,ISIC_0013277,deep_lift,faithfulness_correlation,0.05127881467342377
resnet18,ISIC_0013277,deep_lift,max_sensitivity,1.1709648370742798
resnet18,ISIC_0013277,deep_lift,relevance_mass_accuracy,1.246636152267456
resnet18,ISIC_0013277,guided_backprop,faithfulness_correlation,0.11417229473590851
resnet18,ISIC_0013277,guided_backprop,max_sensitivity,0.7673972249031067
resnet18,ISIC_0013277,guided_backprop,relevance_mass_accuracy,0.4250640869140625
resnet18,ISIC_0013277,lrp,faithfulness_correlation,0.11078722029924393
resnet18,ISIC_0013277,lrp,max_sensitivity,1579.3133544921875
resnet18,ISIC_0013277,lrp,relevance_mass_accuracy,0.7949700355529785
resnet18,ISIC_0013277,occlusion,faithfulness_correlation,-0.10392730683088303
resnet18,ISIC_0013277,occlusion,max_sensitivity,1.5740936994552612
resnet18,ISIC_0013277,occlusion,relevance_mass_accuracy,0.6076594591140747
squeezenet,ISIC_0013277,integrated_gradients,faithfulness_correlation,-0.07433175295591354
squeezenet,ISIC_0013277,integrated_gradients,max_sensitivity,1.3905420303344727
squeezenet,ISIC_0013277,integrated_gradients,relevance_mass_accuracy,3.138352394104004
squeezenet,ISIC_0013277,saliency,faithfulness_correlation,0.0024377163499593735
squeezenet,ISIC_0013277,saliency,max_sensitivity,0.9056631326675415
squeezenet,ISIC_0013277,saliency,relevance_mass_accuracy,0.6869756579399109
squeezenet,ISIC_0013277,gradcam,faithfulness_correlation,0.19656583666801453
squeezenet,ISIC_0013277,gradcam,max_sensitivity,0.5943554639816284
squeezenet,ISIC_0013277,gradcam,relevance_mass_accuracy,0.9863641262054443
squeezenet,ISIC_0013277,deep_lift,faithfulness_correlation,-0.26715973019599915
squeezenet,ISIC_0013277,deep_lift,max_sensitivity,1.2335410118103027
squeezenet,ISIC_0013277,deep_lift,relevance_mass_accuracy,6.466339111328125
squeezenet,ISIC_0013277,guided_backprop,faithfulness_correlation,0.013554802164435387
squeezenet,ISIC_0013277,guided_backprop,max_sensitivity,1.1058285236358643
squeezenet,ISIC_0013277,guided_backprop,relevance_mass_accuracy,0.9856896996498108
squeezenet,ISIC_0013277,lrp,faithfulness_correlation,-0.09044472128152847
squeezenet,ISIC_0013277,lrp,max_sensitivity,1.1568613052368164
squeezenet,ISIC_0013277,lrp,relevance_mass_accuracy,1.8892048597335815
squeezenet,ISIC_0013277,occlusion,faithfulness_correlation,0.11277372390031815
squeezenet,ISIC_0013277,occlusion,max_sensitivity,1.1164485216140747
squeezenet,ISIC_0013277,occlusion,relevance_mass_accuracy,0.8494998812675476
resnet18,ISIC_0013321,integrated_gradients,faithfulness_correlation,-0.021397115662693977
resnet18,ISIC_0013321,integrated_gradients,max_sensitivity,1.2148702144622803
resnet18,ISIC_0013321,integrated_gradients,relevance_mass_accuracy,0.8612272143363953
resnet18,ISIC_0013321,saliency,faithfulness_correlation,0.20378020405769348
resnet18,ISIC_0013321,saliency,max_sensitivity,0.8472580313682556
resnet18,ISIC_0013321,saliency,relevance_mass_accuracy,0.6099871397018433
resnet18,ISIC_0013321,gradcam,faithfulness_correlation,-0.04891836643218994
resnet18,ISIC_0013321,gradcam,max_sensitivity,1.0762542486190796
resnet18,ISIC_0013321,gradcam,relevance_mass_accuracy,0.7394181489944458
resnet18,ISIC_0013321,deep_lift,faithfulness_correlation,-0.22309735417366028
resnet18,ISIC_0013321,deep_lift,max_sensitivity,1.1300275325775146
resnet18,ISIC_0013321,deep_lift,relevance_mass_accuracy,0.7321273684501648
resnet18,ISIC_0013321,guided_backprop,faithfulness_correlation,0.008176850154995918
resnet18,ISIC_0013321,guided_backprop,max_sensitivity,1.6662960052490234
resnet18,ISIC_0013321,guided_backprop,relevance_mass_accuracy,0.9448596835136414
resnet18,ISIC_0013321,lrp,faithfulness_correlation,0.02533642202615738
resnet18,ISIC_0013321,lrp,max_sensitivity,12.134356498718262
resnet18,ISIC_0013321,lrp,relevance_mass_accuracy,-0.44113975763320923
resnet18,ISIC_0013321,occlusion,faithfulness_correlation,0.13312901556491852
resnet18,ISIC_0013321,occlusion,max_sensitivity,1.4708268642425537
resnet18,ISIC_0013321,occlusion,relevance_mass_accuracy,0.7544987201690674
squeezenet,ISIC_0013321,integrated_gradients,faithfulness_correlation,-0.06540104746818542
squeezenet,ISIC_0013321,integrated_gradients,max_sensitivity,1.3623751401901245
squeezenet,ISIC_0013321,integrated_gradients,relevance_mass_accuracy,0.6259758472442627
squeezenet,ISIC_0013321,saliency,faithfulness_correlation,0.07035530358552933
squeezenet,ISIC_0013321,saliency,max_sensitivity,0.9260783791542053
squeezenet,ISIC_0013321,saliency,relevance_mass_accuracy,0.6681711673736572
squeezenet,ISIC_0013321,gradcam,faithfulness_correlation,0.2623268961906433
squeezenet,ISIC_0013321,gradcam,max_sensitivity,0.7578629851341248
squeezenet,ISIC_0013321,gradcam,relevance_mass_accuracy,0.7895179986953735
squeezenet,ISIC_0013321,deep_lift,faithfulness_correlation,0.027699509635567665
squeezenet,ISIC_0013321,deep_lift,max_sensitivity,1.1963045597076416
squeezenet,ISIC_0013321,deep_lift,relevance_mass_accuracy,0.7254340052604675
squeezenet,ISIC_0013321,guided_backprop,faithfulness_correlation,-0.019065095111727715
squeezenet,ISIC_0013321,guided_backprop,max_sensitivity,0.9960633516311646
squeezenet,ISIC_0013321,guided_backprop,relevance_mass_accuracy,0.49153807759284973
squeezenet,ISIC_0013321,lrp,faithfulness_correlation,-0.1270364671945572
squeezenet,ISIC_0013321,lrp,max_sensitivity,1.2662609815597534
squeezenet,ISIC_0013321,lrp,relevance_mass_accuracy,0.272819459438324
squeezenet,ISIC_0013321,occlusion,faithfulness_correlation,0.32845956087112427
squeezenet,ISIC_0013321,occlusion,max_sensitivity,0.9530701041221619
squeezenet,ISIC_0013321,occlusion,relevance_mass_accuracy,0.45020991563796997
