model,image_id,fae_method,metric,score
resnet18,ISIC_0012425,guided_backprop,faithfulness_correlation,0.05552027374505997
resnet18,ISIC_0012425,guided_backprop,max_sensitivity,1.2066981792449951
resnet18,ISIC_0012425,guided_backprop,relevance_mass_accuracy,0.665195107460022
resnet18,ISIC_0012425,lrp,faithfulness_correlation,0.18271934986114502
resnet18,ISIC_0012425,lrp,max_sensitivity,194.8605499267578
resnet18,ISIC_0012425,lrp,relevance_mass_accuracy,0.5689306855201721
resnet18,ISIC_0012425,occlusion,faithfulness_correlation,-0.05142563581466675
resnet18,ISIC_0012425,occlusion,max_sensitivity,1.3728314638137817
resnet18,ISIC_0012425,occlusion,relevance_mass_accuracy,-2.073215961456299
squeezenet,ISIC_0012425,integrated_gradients,faithfulness_correlation,0.01570710726082325
squeezenet,ISIC_0012425,integrated_gradients,max_sensitivity,1.4022904634475708
squeezenet,ISIC_0012425,integrated_gradients,relevance_mass_accuracy,0.19701746106147766
squeezenet,ISIC_0012425,saliency,faithfulness_correlation,0.05044478178024292
squeezenet,ISIC_0012425,saliency,max_sensitivity,0.9693256616592407
squeezenet,ISIC_0012425,saliency,relevance_mass_accuracy,0.04960513859987259
squeezenet,ISIC_0012425,gradcam,faithfulness_correlation,0.04934757202863693
squeezenet,ISIC_0012425,gradcam,max_sensitivity,0.6878975033760071
squeezenet,ISIC_0012425,gradcam,relevance_mass_accuracy,0.08373589813709259
squeezenet,ISIC_0012425,deep_lift,faithfulness_correlation,-0.13539038598537445
squeezenet,ISIC_0012425,deep_lift,max_sensitivity,1.2217744588851929
squeezenet,ISIC_0012425,deep_lift,relevance_mass_accuracy,0.13739223778247833
squeezenet,ISIC_0012425,guided_backprop,faithfulness_correlation,-0.14908607304096222
squeezenet,ISIC_0012425,guided_backprop,max_sensitivity,0.9804128408432007
squeezenet,ISIC_0012425,guided_backprop,relevance_mass_accuracy,1.4674181938171387
squeezenet,ISIC_0012425,lrp,faithfulness_correlation,-0.01887989230453968
squeezenet,ISIC_0012425,lrp,max_sensitivity,1.444354772567749
squeezenet,ISIC_0012425,lrp,relevance_mass_accuracy,-0.12114492803812027
squeezenet,ISIC_0012425,occlusion,faithfulness_correlation,0.169078066945076
squeezenet,ISIC_0012425,occlusion,max_sensitivity,1.0432045459747314
squeezenet,ISIC_0012425,occlusion,relevance_mass_accuracy,0.05520005151629448
resnet18,ISIC_0012758,integrated_gradients,faithfulness_correlation,-0.08536440134048462
resnet18,ISIC_0012758,integrated_gradients,max_sensitivity,1.3853802680969238
resnet18,ISIC_0012758,integrated_gradients,relevance_mass_accuracy,0.8831993341445923
resnet18,ISIC_0012758,saliency,faithfulness_correlation,-0.0854247435927391
resnet18,ISIC_0012758,saliency,max_sensitivity,0.8496728539466858
resnet18,ISIC_0012758,saliency,relevance_mass_accuracy,0.08517065644264221
resnet18,ISIC_0012758,gradcam,faithfulness_correlation,-0.05653815716505051
resnet18,ISIC_0012758,gradcam,max_sensitivity,0.5410552620887756
resnet18,ISIC_0012758,gradcam,relevance_mass_accuracy,0.18698300421237946
resnet18,ISIC_0012758,deep_lift,faithfulness_correlation,0.00448242574930191
resnet18,ISIC_0012758,deep_lift,max_sensitivity,1.2419692277908325
resnet18,ISIC_0012758,deep_lift,relevance_mass_accuracy,1.3403077125549316
resnet18,ISIC_0012758,guided_backprop,faithfulness_correlation,0.12552326917648315
resnet18,ISIC_0012758,guided_backprop,max_sensitivity,0.8840728998184204
resnet18,ISIC_0012758,guided_backprop,relevance_mass_accuracy,1.409477710723877
resnet18,ISIC_0012758,lrp,faithfulness_correlation,0.187742680311203
resnet18,ISIC_0012758,lrp,max_sensitivity,11.16635799407959
resnet18,ISIC_0012758,lrp,relevance_mass_accuracy,-0.0006039931904524565
resnet18,ISIC_0012758,occlusion,faithfulness_correlation,-0.004501509480178356
resnet18,ISIC_0012758,occlusion,max_sensitivity,1.385643482208252
resnet18,ISIC_0012758,occlusion,relevance_mass_accuracy,0.148525670170784
squeezenet,ISIC_0012758,integrated_gradients,faithfulness_correlation,0.03671182319521904
squeezenet,ISIC_0012758,integrated_gradients,max_sensitivity,1.270713210105896
squeezenet,ISIC_0012758,integrated_gradients,relevance_mass_accuracy,-1.030525803565979
squeezenet,ISIC_0012758,saliency,faithfulness_correlation,0.2874351739883423
squeezenet,ISIC_0012758,saliency,max_sensitivity,0.8870019912719727
squeezenet,ISIC_0012758,saliency,relevance_mass_accuracy,0.25895342230796814
squeezenet,ISIC_0012758,gradcam,faithfulness_correlation,0.46321338415145874
squeezenet,ISIC_0012758,gradcam,max_sensitivity,0.6130637526512146
squeezenet,ISIC_0012758,gradcam,relevance_mass_accuracy,0.4289962947368622
squeezenet,ISIC_0012758,deep_lift,faithfulness_correlation,0.030970275402069092
squeezenet,ISIC_0012758,deep_lift,max_sensitivity,1.3228269815444946
squeezenet,ISIC_0012758,deep_lift,relevance_mass_accuracy,0.5250897407531738
squeezenet,ISIC_0012758,guided_backprop,faithfulness_correlation,-0.009792880155146122
squeezenet,ISIC_0012758,guided_backprop,max_sensitivity,1.0402249097824097
squeezenet,ISIC_0012758,guided_backprop,relevance_mass_accuracy,-1.550048589706421
squeezenet,ISIC_0012758,lrp,faithfulness_correlation,-0.12534630298614502
squeezenet,ISIC_0012758,lrp,max_sensitivity,1.272400975227356
squeezenet,ISIC_0012758,lrp,relevance_mass_accuracy,-1.7885760068893433
squeezenet,ISIC_0012758,occlusion,faithfulness_correlation,0.5848130583763123
squeezenet,ISIC_0012758,occlusion,max_sensitivity,0.34571316838264465
squeezenet,ISIC_0012758,occlusion,relevance_mass_accuracy,0.6152924299240112
resnet18,ISIC_0012989,integrated_gradients,faithfulness_correlation,0.08879360556602478
resnet18,ISIC_0012989,integrated_gradients,max_sensitivity,1.2375788688659668
resnet18,ISIC_0012989,integrated_gradients,relevance_mass_accuracy,28.926633834838867
resnet18,ISIC_0012989,saliency,faithfulness_correlation,-0.13018231093883514
resnet18,ISIC_0012989,saliency,max_sensitivity,0.8368191123008728
resnet18,ISIC_0012989,saliency,relevance_mass_accuracy,0.09419503062963486
resnet18,ISIC_0012989,gradcam,faithfulness_correlation,0.17360198497772217
resnet18,ISIC_0012989,gradcam,max_sensitivity,1.5448801517486572
resnet18,ISIC_0012989,gradcam,relevance_mass_accuracy,0.07939311861991882
resnet18,ISIC_0012989,deep_lift,faithfulness_correlation,-0.022703470662236214
resnet18,ISIC_0012989,deep_lift,max_sensitivity,1.196189522743225
resnet18,ISIC_0012989,deep_lift,relevance_mass_accuracy,-2.2290780544281006
resnet18,ISIC_0012989,guided_backprop,faithfulness_correlation,-0.08327627182006836
resnet18,ISIC_0012989,guided_backprop,max_sensitivity,0.794643759727478
resnet18,ISIC_0012989,guided_backprop,relevance_mass_accuracy,1.0096189975738525
resnet18,ISIC_0012989,lrp,faithfulness_correlation,-0.19535329937934875
resnet18,ISIC_0012989,lrp,max_sensitivity,16.02605438232422
resnet18,ISIC_0012989,lrp,relevance_mass_accuracy,-0.0004965470288880169
resnet18,ISIC_0012989,occlusion,faithfulness_correlation,0.011514200828969479
resnet18,ISIC_0012989,occlusion,max_sensitivity,1.0913975238800049
