model,fae_method,metric,level_idx,level_frac,batch_idx,n,mean_score,raw_scores,runtime_seconds,timestamp
resnet18,integrated_gradients,max_sensitivity,0,0.0,0,8,1.316554069519043,1.27783;1.22066;1.30471;1.34304;1.23659;1.44297;1.26394;1.4427,22.72,2026-08-26T22:18:27
resnet18,integrated_gradients,max_sensitivity,0,0.0,1,8,1.2935541421175003,1.31732;1.27302;1.267;1.26356;1.23403;1.3302;1.29992;1.36338,15.25,2026-08-26T22:18:43
resnet18,integrated_gradients,max_sensitivity,0,0.0,2,8,1.2548198103904724,1.27855;1.24145;1.33121;1.31485;1.20577;1.22985;1.22398;1.21289,15.96,2026-08-26T22:18:59
resnet18,integrated_gradients,max_sensitivity,0,0.0,3,8,1.2368301451206207,1.24711;1.24577;1.21919;1.29357;1.24889;1.16743;1.24181;1.23087,17.53,2026-08-26T22:19:16
resnet18,integrated_gradients,max_sensitivity,0,0.0,4,8,1.280628740787506,1.27111;1.27189;1.21933;1.39026;1.23063;1.29187;1.28821;1.28174,16.09,2026-08-26T22:19:32
resnet18,integrated_gradients,max_sensitivity,0,0.0,5,8,1.2986774891614914,1.22684;1.4015;1.27448;1.29976;1.2945;1.31221;1.30232;1.2778,16.41,2026-08-26T22:19:49
resnet18,integrated_gradients,max_sensitivity,0,0.0,6,8,1.3033337742090225,1.19855;1.54607;1.31599;1.26522;1.3499;1.32026;1.08767;1.343,15.63,2026-08-26T22:20:04
resnet18,integrated_gradients,max_sensitivity,0,0.0,7,8,1.2874578088521957,1.34656;1.52156;1.17007;1.25071;1.22399;1.25442;1.22236;1.31,16.09,2026-08-26T22:20:20
resnet18,integrated_gradients,max_sensitivity,1,0.1,0,8,1.3216100633144379,1.33191;1.23809;1.24917;1.30942;1.21603;1.48243;1.272;1.47383,15.28,2026-08-26T22:20:36
resnet18,integrated_gradients,max_sensitivity,1,0.1,1,8,1.3019279390573502,1.34896;1.29959;1.22283;1.28493;1.28273;1.27101;1.34838;1.35701,16.11,2026-08-26T22:20:52
resnet18,integrated_gradients,max_sensitivity,1,0.1,2,8,1.2663131654262543,1.28331;1.22612;1.3392;1.34623;1.2106;1.28967;1.21912;1.21626,16.55,2026-08-26T22:21:08
resnet18,integrated_gradients,max_sensitivity,1,0.1,3,8,1.2432243376970291,1.28711;1.26159;1.17584;1.26345;1.28429;1.16431;1.26015;1.24905,17.15,2026-08-26T22:21:25
resnet18,integrated_gradients,max_sensitivity,1,0.1,4,8,1.2869357913732529,1.29521;1.31894;1.22488;1.34039;1.27835;1.27789;1.27835;1.28148,16.6,2026-08-26T22:21:42
resnet18,integrated_gradients,max_sensitivity,1,0.1,5,8,1.3017149865627289,1.25647;1.39382;1.25537;1.30851;1.30201;1.27176;1.35506;1.27071,16.57,2026-08-26T22:21:59
resnet18,integrated_gradients,max_sensitivity,1,0.1,6,8,1.3292503356933594,1.20394;1.6326;1.34883;1.32207;1.28181;1.34227;1.16558;1.33691,16.64,2026-08-26T22:22:15
resnet18,integrated_gradients,max_sensitivity,1,0.1,7,8,1.3034092485904694,1.44293;1.50959;1.20219;1.21793;1.23822;1.26212;1.21789;1.33641,15.55,2026-08-26T22:22:31
resnet18,integrated_gradients,max_sensitivity,2,0.2,0,8,1.3306966871023178,1.34253;1.25533;1.23208;1.33125;1.19921;1.58;1.2696;1.43557,15.35,2026-08-26T22:22:46
resnet18,integrated_gradients,max_sensitivity,2,0.2,1,8,1.3074775487184525,1.32144;1.30958;1.24299;1.30612;1.29249;1.30967;1.31986;1.35768,15.31,2026-08-26T22:23:01
resnet18,integrated_gradients,max_sensitivity,2,0.2,2,8,1.2911237925291061,1.30608;1.34179;1.37537;1.37439;1.22583;1.24076;1.2444;1.22037,15.41,2026-08-26T22:23:17
resnet18,integrated_gradients,max_sensitivity,2,0.2,3,8,1.2804639339447021,1.29003;1.29523;1.23076;1.29967;1.32085;1.17564;1.3234;1.30812,15.63,2026-08-26T22:23:33
resnet18,integrated_gradients,max_sensitivity,2,0.2,4,8,1.3170879930257797,1.29486;1.3134;1.26245;1.36795;1.27319;1.29905;1.40431;1.32151,15.93,2026-08-26T22:23:48
resnet18,integrated_gradients,max_sensitivity,2,0.2,5,8,1.3129197806119919,1.25127;1.39792;1.31353;1.32191;1.28625;1.36199;1.26023;1.31026,16.14,2026-08-26T22:24:05
resnet18,integrated_gradients,max_sensitivity,2,0.2,6,8,1.3402950316667557,1.21114;1.58748;1.29422;1.33862;1.39242;1.32239;1.22749;1.3486,15.36,2026-08-26T22:24:20
resnet18,integrated_gradients,max_sensitivity,2,0.2,7,8,1.3031471073627472,1.3421;1.52474;1.19353;1.23709;1.23066;1.27745;1.25701;1.36259,15.68,2026-08-26T22:24:36
resnet18,integrated_gradients,max_sensitivity,3,0.3,0,8,1.355417788028717,1.34538;1.25922;1.33947;1.35033;1.23973;1.50392;1.37302;1.43226,15.63,2026-08-26T22:24:51
resnet18,integrated_gradients,max_sensitivity,3,0.3,1,8,1.3236565440893173,1.2956;1.32252;1.28355;1.32025;1.31366;1.32951;1.33335;1.39082,15.98,2026-08-26T22:25:07
resnet18,integrated_gradients,max_sensitivity,3,0.3,2,8,1.3124239146709442,1.30051;1.33064;1.38015;1.41271;1.24957;1.27928;1.28825;1.25829,15.68,2026-08-26T22:25:23
resnet18,integrated_gradients,max_sensitivity,3,0.3,3,8,1.2996891289949417,1.28037;1.26006;1.28202;1.30496;1.29601;1.20081;1.43922;1.33407,16.01,2026-08-26T22:25:39
resnet18,integrated_gradients,max_sensitivity,3,0.3,4,8,1.3151438683271408,1.31485;1.32377;1.24115;1.42052;1.274;1.29944;1.32514;1.32229,16.32,2026-08-26T22:25:55
resnet18,integrated_gradients,max_sensitivity,3,0.3,5,8,1.3158111572265625,1.24205;1.40813;1.29174;1.32409;1.3187;1.24654;1.41423;1.28102,15.26,2026-08-26T22:26:11
resnet18,integrated_gradients,max_sensitivity,3,0.3,6,8,1.3390899449586868,1.22373;1.60708;1.3382;1.30948;1.44427;1.29945;1.18722;1.3033,15.34,2026-08-26T22:26:26
resnet18,integrated_gradients,max_sensitivity,3,0.3,7,8,1.3035203516483307,1.3886;1.44414;1.20208;1.2479;1.28966;1.27661;1.27446;1.30471,15.36,2026-08-26T22:26:41
resnet18,integrated_gradients,max_sensitivity,4,0.4,0,8,1.3488775491714478,1.3215;1.23847;1.32872;1.35761;1.32677;1.46431;1.29846;1.45518,14.74,2026-08-26T22:26:56
resnet18,integrated_gradients,max_sensitivity,4,0.4,1,8,1.344182327389717,1.36877;1.35813;1.30226;1.32278;1.29203;1.37402;1.34357;1.39189,14.67,2026-08-26T22:27:11
resnet18,integrated_gradients,max_sensitivity,4,0.4,2,8,1.3069185018539429,1.35811;1.27565;1.34018;1.3959;1.26149;1.28124;1.28124;1.26154,14.86,2026-08-26T22:27:26
resnet18,integrated_gradients,max_sensitivity,4,0.4,3,8,1.291608527302742,1.3059;1.29327;1.24965;1.34349;1.32751;1.20026;1.31557;1.29721,14.48,2026-08-26T22:27:40
resnet18,integrated_gradients,max_sensitivity,4,0.4,4,8,1.3127965778112411,1.36301;1.29903;1.25589;1.39064;1.29395;1.30438;1.30859;1.28688,14.75,2026-08-26T22:27:55
resnet18,integrated_gradients,max_sensitivity,4,0.4,5,8,1.3332962095737457,1.23623;1.48743;1.29196;1.30721;1.3333;1.27456;1.46395;1.27174,14.62,2026-08-26T22:28:09
resnet18,integrated_gradients,max_sensitivity,4,0.4,6,8,1.3736825585365295,1.25536;1.67502;1.35001;1.30029;1.42193;1.36904;1.20964;1.40817,14.29,2026-08-26T22:28:24
resnet18,integrated_gradients,max_sensitivity,4,0.4,7,8,1.3031680136919022,1.42165;1.42355;1.2066;1.22463;1.25947;1.28956;1.27493;1.32497,14.7,2026-08-26T22:28:38
resnet18,integrated_gradients,max_sensitivity,5,0.5,0,8,1.3859296143054962,1.39025;1.23671;1.38262;1.35995;1.351;1.58171;1.29148;1.49372,14.44,2026-08-26T22:28:53
resnet18,integrated_gradients,max_sensitivity,5,0.5,1,8,1.3366950750350952,1.35613;1.31882;1.28792;1.3197;1.344;1.36362;1.33089;1.37248,13.45,2026-08-26T22:29:06
resnet18,integrated_gradients,max_sensitivity,5,0.5,2,8,1.3411370515823364,1.30386;1.35338;1.3459;1.43129;1.29472;1.30566;1.3718;1.3225,13.63,2026-08-26T22:29:20
resnet18,integrated_gradients,max_sensitivity,5,0.5,3,8,1.309498369693756,1.36076;1.31782;1.26552;1.33078;1.29929;1.24123;1.32905;1.33153,13.5,2026-08-26T22:29:33
resnet18,integrated_gradients,max_sensitivity,5,0.5,4,8,1.3322917520999908,1.35765;1.33383;1.23499;1.45101;1.27686;1.31038;1.38553;1.30807,13.78,2026-08-26T22:29:47
resnet18,integrated_gradients,max_sensitivity,5,0.5,5,8,1.3647578060626984,1.22767;1.42309;1.39487;1.35152;1.31578;1.29544;1.58746;1.32224,14.32,2026-08-26T22:30:02
resnet18,integrated_gradients,max_sensitivity,5,0.5,6,8,1.384650930762291,1.30329;1.70995;1.3486;1.34065;1.42292;1.38005;1.27693;1.29483,14.13,2026-08-26T22:30:16
resnet18,integrated_gradients,max_sensitivity,5,0.5,7,8,1.3124637305736542,1.37455;1.46423;1.1927;1.26294;1.28666;1.31604;1.28836;1.31421,13.93,2026-08-26T22:30:30
resnet18,integrated_gradients,max_sensitivity,6,0.6,0,8,1.3726558238267899,1.33356;1.26422;1.41551;1.382;1.28713;1.5792;1.26066;1.45897,12.96,2026-08-26T22:30:43
resnet18,integrated_gradients,max_sensitivity,6,0.6,1,8,1.351132094860077,1.38357;1.31633;1.3138;1.34608;1.33071;1.36008;1.356;1.40249,13.02,2026-08-26T22:30:56
resnet18,integrated_gradients,max_sensitivity,6,0.6,2,8,1.3425518870353699,1.37271;1.30012;1.35414;1.45111;1.322;1.33026;1.30553;1.30455,12.92,2026-08-26T22:31:09
resnet18,integrated_gradients,max_sensitivity,6,0.6,3,8,1.3271412253379822,1.35432;1.33538;1.29815;1.37171;1.33835;1.21804;1.37326;1.32792,13.29,2026-08-26T22:31:22
resnet18,integrated_gradients,max_sensitivity,6,0.6,4,8,1.3396163284778595,1.38257;1.32966;1.28336;1.41868;1.27368;1.3228;1.38653;1.31964,13.85,2026-08-26T22:31:36
resnet18,integrated_gradients,max_sensitivity,6,0.6,5,8,1.3310341238975525,1.2569;1.45773;1.34598;1.33712;1.32027;1.31218;1.33777;1.28032,13.75,2026-08-26T22:31:49
resnet18,integrated_gradients,max_sensitivity,6,0.6,6,8,1.3821141719818115,1.24289;1.76453;1.35912;1.30856;1.47698;1.353;1.23459;1.31725,13.43,2026-08-26T22:32:03
resnet18,integrated_gradients,max_sensitivity,6,0.6,7,8,1.3199696838855743,1.39243;1.49956;1.20871;1.26139;1.28787;1.27717;1.26399;1.36864,12.95,2026-08-26T22:32:16
resnet18,integrated_gradients,max_sensitivity,7,0.7,0,8,1.4010163694620132,1.36709;1.25542;1.43678;1.36734;1.47851;1.51468;1.31529;1.47301,12.67,2026-08-26T22:32:28
resnet18,integrated_gradients,max_sensitivity,7,0.7,1,8,1.3618901818990707,1.39251;1.33381;1.33439;1.36019;1.33665;1.44207;1.33513;1.36037,12.66,2026-08-26T22:32:41
resnet18,integrated_gradients,max_sensitivity,7,0.7,2,8,1.3580801337957382,1.36044;1.32747;1.35888;1.44331;1.33508;1.34964;1.35061;1.33919,12.58,2026-08-26T22:32:54
resnet18,integrated_gradients,max_sensitivity,7,0.7,3,8,1.3471336513757706,1.33895;1.35847;1.33966;1.35596;1.37726;1.28242;1.38566;1.33868,12.56,2026-08-26T22:33:06
resnet18,integrated_gradients,max_sensitivity,7,0.7,4,8,1.3587186485528946,1.42305;1.37262;1.27185;1.44204;1.29874;1.34564;1.41297;1.30283,12.59,2026-08-26T22:33:19
resnet18,integrated_gradients,max_sensitivity,7,0.7,5,8,1.3445942550897598,1.251;1.43962;1.34641;1.31656;1.37716;1.30554;1.45761;1.26286,12.44,2026-08-26T22:33:31
resnet18,integrated_gradients,max_sensitivity,7,0.7,6,8,1.4071108996868134,1.25721;1.82186;1.42825;1.28563;1.47642;1.32882;1.25187;1.40684,12.64,2026-08-26T22:33:44
resnet18,integrated_gradients,max_sensitivity,7,0.7,7,8,1.324315533041954,1.37268;1.50348;1.18248;1.26221;1.28881;1.33686;1.28324;1.36476,12.66,2026-08-26T22:33:57
resnet18,integrated_gradients,max_sensitivity,8,0.8,0,8,1.4107162356376648,1.38703;1.2367;1.50217;1.37097;1.45856;1.51027;1.31813;1.50191,11.98,2026-08-26T22:34:09
resnet18,integrated_gradients,max_sensitivity,8,0.8,1,8,1.3847188502550125,1.42632;1.39192;1.29035;1.43737;1.36233;1.42178;1.31651;1.43116,11.95,2026-08-26T22:34:21
resnet18,integrated_gradients,max_sensitivity,8,0.8,2,8,1.3684601336717606,1.36021;1.3617;1.38439;1.48763;1.29727;1.34212;1.39337;1.32099,12.01,2026-08-26T22:34:33
resnet18,integrated_gradients,max_sensitivity,8,0.8,3,8,1.3702672272920609,1.35002;1.40025;1.34263;1.41971;1.35188;1.24841;1.44571;1.40352,11.9,2026-08-26T22:34:44
resnet18,integrated_gradients,max_sensitivity,8,0.8,4,8,1.3696304112672806,1.47487;1.34573;1.26157;1.4089;1.37031;1.34295;1.39314;1.35959,11.78,2026-08-26T22:34:56
resnet18,integrated_gradients,max_sensitivity,8,0.8,5,8,1.3462441563606262,1.2609;1.4459;1.32587;1.34937;1.38045;1.26463;1.44287;1.29997,12.02,2026-08-26T22:35:08
resnet18,integrated_gradients,max_sensitivity,8,0.8,6,8,1.3914790749549866,1.2373;1.73088;1.36693;1.34741;1.50621;1.36125;1.24864;1.33322,12.06,2026-08-26T22:35:20
resnet18,integrated_gradients,max_sensitivity,8,0.8,7,8,1.3385325521230698,1.3803;1.53397;1.19365;1.34091;1.30262;1.31188;1.31489;1.33004,12.01,2026-08-26T22:35:32
resnet18,integrated_gradients,max_sensitivity,9,0.9,0,8,1.411496564745903,1.39433;1.27555;1.3692;1.42604;1.50578;1.5522;1.35422;1.41465,11.6,2026-08-26T22:35:44
resnet18,integrated_gradients,max_sensitivity,9,0.9,1,8,1.3861134201288223,1.42424;1.39495;1.31641;1.42404;1.34156;1.43654;1.34621;1.40497,11.52,2026-08-26T22:35:55
resnet18,integrated_gradients,max_sensitivity,9,0.9,2,8,1.380797490477562,1.37244;1.35184;1.34843;1.49311;1.33152;1.36185;1.42995;1.35724,11.38,2026-08-26T22:36:07
resnet18,integrated_gradients,max_sensitivity,9,0.9,3,8,1.3802568465471268,1.35646;1.38688;1.37786;1.43219;1.38485;1.27015;1.41559;1.41807,11.55,2026-08-26T22:36:18
resnet18,integrated_gradients,max_sensitivity,9,0.9,4,8,1.3640666007995605,1.48808;1.42278;1.31236;1.42393;1.27309;1.3405;1.36206;1.28974,11.7,2026-08-26T22:36:30
resnet18,integrated_gradients,max_sensitivity,9,0.9,5,8,1.37262062728405,1.28497;1.4842;1.37259;1.36553;1.39539;1.30634;1.48304;1.28891,11.51,2026-08-26T22:36:42
resnet18,integrated_gradients,max_sensitivity,9,0.9,6,8,1.4139360040426254,1.22291;1.73842;1.40995;1.31196;1.44555;1.35969;1.44968;1.37333,11.48,2026-08-26T22:36:53
resnet18,integrated_gradients,max_sensitivity,9,0.9,7,8,1.3463269919157028,1.4083;1.46743;1.21809;1.32164;1.28749;1.3234;1.34431;1.39995,11.36,2026-08-26T22:37:04
resnet18,integrated_gradients,random_logit,0,0.0,0,8,0.634231420606985,0.481143;0.576165;0.759116;0.577436;0.791726;0.82093;0.480215;0.587118,2.5,2026-08-26T22:37:07
resnet18,integrated_gradients,random_logit,0,0.0,1,8,0.5990228274103593,0.614496;0.607758;0.566751;0.558233;0.530953;0.710609;0.558203;0.645179,1.94,2026-08-26T22:37:09
resnet18,integrated_gradients,random_logit,0,0.0,2,8,0.5673937650164104,0.513018;0.431244;0.682087;0.671476;0.631063;0.521966;0.651102;0.437194,1.95,2026-08-26T22:37:11
resnet18,integrated_gradients,random_logit,0,0.0,3,8,0.580783637152092,0.545706;0.594259;0.577628;0.489511;0.523137;0.604566;0.585764;0.725697,1.94,2026-08-26T22:37:13
resnet18,integrated_gradients,random_logit,0,0.0,4,8,0.6421362684273881,0.71686;0.705236;0.626215;0.501712;0.692495;0.492599;0.801711;0.600264,1.98,2026-08-26T22:37:15
resnet18,integrated_gradients,random_logit,0,0.0,5,8,0.656714989075182,0.590315;0.523262;0.613636;0.517182;0.779129;0.664395;0.92338;0.642422,1.99,2026-08-26T22:37:17
resnet18,integrated_gradients,random_logit,0,0.0,6,8,0.7173470762029757,0.845016;0.703332;0.648581;0.59348;0.793971;0.468029;0.908593;0.777775,2.49,2026-08-26T22:37:19
resnet18,integrated_gradients,random_logit,0,0.0,7,8,0.5878744560390956,0.53169;0.536835;0.525485;0.660782;0.588111;0.563751;0.75505;0.541292,2.27,2026-08-26T22:37:22
resnet18,integrated_gradients,random_logit,1,0.1,0,8,0.6068917737378476,0.443738;0.552313;0.739268;0.543202;0.779851;0.804731;0.440752;0.551279,1.91,2026-08-26T22:37:23
resnet18,integrated_gradients,random_logit,1,0.1,1,8,0.5578243868537989,0.584945;0.546972;0.528562;0.500848;0.491884;0.684052;0.516687;0.608645,1.89,2026-08-26T22:37:25
resnet18,integrated_gradients,random_logit,1,0.1,2,8,0.512836047190458,0.474465;0.378154;0.648484;0.546807;0.577126;0.481945;0.60647;0.389238,1.92,2026-08-26T22:37:27
resnet18,integrated_gradients,random_logit,1,0.1,3,8,0.5362337904375091,0.497208;0.513947;0.533299;0.437846;0.484273;0.577481;0.554899;0.690917,1.91,2026-08-26T22:37:29
resnet18,integrated_gradients,random_logit,1,0.1,4,8,0.60566985835415,0.683157;0.678523;0.579375;0.454019;0.659795;0.449667;0.784169;0.556655,1.99,2026-08-26T22:37:31
resnet18,integrated_gradients,random_logit,1,0.1,5,8,0.6115387059334649,0.537672;0.480222;0.576215;0.46003;0.74758;0.575179;0.918421;0.59699,2.41,2026-08-26T22:37:34
resnet18,integrated_gradients,random_logit,1,0.1,6,8,0.7137462381760358,0.836367;0.705792;0.675913;0.569511;0.791001;0.441067;0.920797;0.769522,2.14,2026-08-26T22:37:36
resnet18,integrated_gradients,random_logit,1,0.1,7,8,0.5402768060703778,0.490386;0.493726;0.435255;0.61883;0.534093;0.534318;0.722921;0.492685,1.94,2026-08-26T22:37:38
resnet18,integrated_gradients,random_logit,2,0.2,0,8,0.585920261929253,0.403078;0.537332;0.726814;0.520894;0.773288;0.793527;0.40699;0.525438,1.89,2026-08-26T22:37:40
resnet18,integrated_gradients,random_logit,2,0.2,1,8,0.5220274921598047,0.56465;0.500525;0.499441;0.420006;0.462774;0.664137;0.485801;0.578886,1.9,2026-08-26T22:37:41
resnet18,integrated_gradients,random_logit,2,0.2,2,8,0.4935873926994168,0.44177;0.34175;0.627035;0.612074;0.537826;0.45366;0.576623;0.357962,1.88,2026-08-26T22:37:43
resnet18,integrated_gradients,random_logit,2,0.2,3,8,0.5072259767813213,0.461373;0.534539;0.501995;0.404134;0.456602;0.518735;0.512094;0.668335,2.02,2026-08-26T22:37:45
resnet18,integrated_gradients,random_logit,2,0.2,4,8,0.5670952603404018,0.652974;0.610029;0.53084;0.410466;0.633636;0.395739;0.764346;0.538732,2.35,2026-08-26T22:37:48
resnet18,integrated_gradients,random_logit,2,0.2,5,8,0.588553446581388,0.498762;0.449284;0.549044;0.425933;0.723774;0.581836;0.915556;0.564238,2.14,2026-08-26T22:37:50
resnet18,integrated_gradients,random_logit,2,0.2,6,8,0.6822490549682791,0.824607;0.687313;0.596039;0.536558;0.779311;0.420681;0.856102;0.757381,1.88,2026-08-26T22:37:52
resnet18,integrated_gradients,random_logit,2,0.2,7,8,0.49170131803029193,0.474967;0.396279;0.426172;0.603133;0.434721;0.514862;0.632639;0.450837,1.9,2026-08-26T22:37:54
resnet18,integrated_gradients,random_logit,3,0.3,0,8,0.576796645387889,0.399214;0.531314;0.719826;0.496635;0.772589;0.788788;0.393431;0.512576,1.87,2026-08-26T22:37:56
resnet18,integrated_gradients,random_logit,3,0.3,1,8,0.49596242073886143,0.557596;0.482409;0.472614;0.392769;0.422642;0.617421;0.450813;0.571435,1.84,2026-08-26T22:37:57
resnet18,integrated_gradients,random_logit,3,0.3,2,8,0.45754950615750273,0.41703;0.315171;0.609649;0.497311;0.510507;0.4258;0.555489;0.329439,1.91,2026-08-26T22:37:59
resnet18,integrated_gradients,random_logit,3,0.3,3,8,0.4742319824728466,0.420082;0.457564;0.534798;0.318519;0.48701;0.458788;0.538389;0.578706,2.27,2026-08-26T22:38:02
resnet18,integrated_gradients,random_logit,3,0.3,4,8,0.5520422635764693,0.646003;0.652948;0.481276;0.364485;0.600031;0.403741;0.765326;0.502528,2.12,2026-08-26T22:38:04
resnet18,integrated_gradients,random_logit,3,0.3,5,8,0.5596896768666689,0.469425;0.42953;0.532161;0.355794;0.709765;0.527635;0.914716;0.538492,1.82,2026-08-26T22:38:05
resnet18,integrated_gradients,random_logit,3,0.3,6,8,0.6823835995671302,0.816086;0.661376;0.616415;0.518505;0.779581;0.405682;0.912842;0.748582,1.78,2026-08-26T22:38:07
resnet18,integrated_gradients,random_logit,3,0.3,7,8,0.49292958523929253,0.441299;0.443184;0.402057;0.564755;0.463758;0.505849;0.687585;0.43495,1.8,2026-08-26T22:38:09
resnet18,integrated_gradients,random_logit,4,0.4,0,8,0.577770222864189,0.448482;0.503406;0.70255;0.476807;0.766824;0.776216;0.426754;0.521123,1.81,2026-08-26T22:38:11
resnet18,integrated_gradients,random_logit,4,0.4,1,8,0.4877795475083567,0.559139;0.470166;0.455396;0.37992;0.40182;0.664501;0.427999;0.543295,1.78,2026-08-26T22:38:13
resnet18,integrated_gradients,random_logit,4,0.4,2,8,0.44467048872639375,0.413174;0.296423;0.603629;0.587315;0.41844;0.405331;0.512893;0.320159,2.02,2026-08-26T22:38:15
resnet18,integrated_gradients,random_logit,4,0.4,3,8,0.4631782664213211,0.403136;0.446572;0.492293;0.302982;0.478159;0.475476;0.538727;0.568083,2.23,2026-08-26T22:38:17
resnet18,integrated_gradients,random_logit,4,0.4,4,8,0.5513474131602272,0.637729;0.646157;0.510415;0.355157;0.616327;0.393199;0.761888;0.489906,1.92,2026-08-26T22:38:19
resnet18,integrated_gradients,random_logit,4,0.4,5,8,0.5355945498312696,0.491802;0.443756;0.490364;0.415886;0.563447;0.44841;0.866983;0.564108,1.77,2026-08-26T22:38:21
resnet18,integrated_gradients,random_logit,4,0.4,6,8,0.6769868460862942,0.814702;0.690094;0.630543;0.508258;0.778675;0.40101;0.843473;0.749141,1.77,2026-08-26T22:38:22
resnet18,integrated_gradients,random_logit,4,0.4,7,8,0.4730222377883934,0.447832;0.370074;0.37844;0.570473;0.437928;0.499419;0.669866;0.410146,1.76,2026-08-26T22:38:24
resnet18,integrated_gradients,random_logit,5,0.5,0,8,0.5816430052270136,0.475746;0.48803;0.68138;0.454749;0.748303;0.78592;0.450978;0.568038,1.58,2026-08-26T22:38:26
resnet18,integrated_gradients,random_logit,5,0.5,1,8,0.4769960712275353,0.539;0.442986;0.414801;0.400368;0.384231;0.653068;0.45434;0.527176,1.58,2026-08-26T22:38:27
resnet18,integrated_gradients,random_logit,5,0.5,2,8,0.44685445716933203,0.398343;0.309411;0.578447;0.561091;0.43534;0.442883;0.509202;0.340117,1.87,2026-08-26T22:38:29
resnet18,integrated_gradients,random_logit,5,0.5,3,8,0.44707549438383065,0.403379;0.386952;0.529781;0.290394;0.410061;0.451121;0.549056;0.555862,1.9,2026-08-26T22:38:31
resnet18,integrated_gradients,random_logit,5,0.5,4,8,0.5026115774606483,0.618605;0.566705;0.514698;0.345403;0.575364;0.351649;0.717392;0.331076,1.68,2026-08-26T22:38:33
resnet18,integrated_gradients,random_logit,5,0.5,5,8,0.537293320570829,0.407555;0.395094;0.49745;0.370229;0.704144;0.491826;0.919491;0.512558,1.54,2026-08-26T22:38:34
resnet18,integrated_gradients,random_logit,5,0.5,6,8,0.6787972453684119,0.816741;0.671579;0.632952;0.51192;0.785141;0.408091;0.847075;0.756878,1.6,2026-08-26T22:38:36
resnet18,integrated_gradients,random_logit,5,0.5,7,8,0.4680288725554128,0.42475;0.44094;0.391248;0.531439;0.378052;0.494223;0.687195;0.396385,1.56,2026-08-26T22:38:37
resnet18,integrated_gradients,random_logit,6,0.6,0,8,0.5761166486693229,0.407746;0.560085;0.741375;0.466036;0.804159;0.77241;0.338823;0.518301,1.52,2026-08-26T22:38:39
resnet18,integrated_gradients,random_logit,6,0.6,1,8,0.47448797848694463,0.523691;0.448113;0.398748;0.411038;0.39786;0.663572;0.463469;0.489412,1.5,2026-08-26T22:38:40
resnet18,integrated_gradients,random_logit,6,0.6,2,8,0.4582489134459585,0.420212;0.293713;0.609337;0.59578;0.41442;0.437062;0.555815;0.339653,1.71,2026-08-26T22:38:42
resnet18,integrated_gradients,random_logit,6,0.6,3,8,0.4844662815887801,0.412598;0.460757;0.547249;0.311928;0.508767;0.50525;0.570517;0.558663,1.81,2026-08-26T22:38:44
resnet18,integrated_gradients,random_logit,6,0.6,4,8,0.5302103532091832,0.637108;0.582167;0.482011;0.338843;0.615091;0.366397;0.727222;0.492844,1.71,2026-08-26T22:38:46
resnet18,integrated_gradients,random_logit,6,0.6,5,8,0.5556701371476119,0.465137;0.407775;0.487928;0.380257;0.714554;0.525144;0.923724;0.540843,1.55,2026-08-26T22:38:47
resnet18,integrated_gradients,random_logit,6,0.6,6,8,0.6894109326016142,0.825566;0.713814;0.646575;0.518057;0.714478;0.428252;0.922497;0.746048,1.51,2026-08-26T22:38:49
resnet18,integrated_gradients,random_logit,6,0.6,7,8,0.4719290139580704,0.442905;0.384603;0.370372;0.564114;0.394621;0.530575;0.689943;0.398298,1.51,2026-08-26T22:38:50
resnet18,integrated_gradients,random_logit,7,0.7,0,8,0.5938359490063255,0.476959;0.476033;0.717315;0.542164;0.781617;0.787036;0.451939;0.517625,1.46,2026-08-26T22:38:52
resnet18,integrated_gradients,random_logit,7,0.7,1,8,0.5086564186397737,0.55855;0.505487;0.496087;0.402043;0.450205;0.657181;0.470923;0.528775,1.47,2026-08-26T22:38:53
resnet18,integrated_gradients,random_logit,7,0.7,2,8,0.45627560548172036,0.422597;0.329239;0.56914;0.509697;0.440032;0.46106;0.566875;0.351565,1.51,2026-08-26T22:38:55
resnet18,integrated_gradients,random_logit,7,0.7,3,8,0.48934805846502283,0.420762;0.511078;0.552284;0.332702;0.519568;0.472479;0.541089;0.564822,1.64,2026-08-26T22:38:56
resnet18,integrated_gradients,random_logit,7,0.7,4,8,0.5536283177206529,0.682833;0.662216;0.524338;0.410114;0.626372;0.376762;0.741912;0.40448,1.81,2026-08-26T22:38:58
resnet18,integrated_gradients,random_logit,7,0.7,5,8,0.5677988848549145,0.468422;0.497652;0.61035;0.404661;0.577067;0.541618;0.924447;0.518175,1.63,2026-08-26T22:39:00
resnet18,integrated_gradients,random_logit,7,0.7,6,8,0.6781215374496671,0.847029;0.675923;0.447062;0.550707;0.823124;0.440032;0.893329;0.747765,1.47,2026-08-26T22:39:01
resnet18,integrated_gradients,random_logit,7,0.7,7,8,0.5027938008824719,0.474648;0.424682;0.391669;0.609431;0.421231;0.562686;0.711933;0.42607,1.44,2026-08-26T22:39:03
resnet18,integrated_gradients,random_logit,8,0.8,0,8,0.684286867829192,0.610429;0.571924;0.712056;0.61058;0.779628;0.867627;0.617436;0.704614,1.35,2026-08-26T22:39:04
resnet18,integrated_gradients,random_logit,8,0.8,1,8,0.5648008697893225,0.637229;0.500236;0.58428;0.464233;0.547796;0.672912;0.540753;0.570969,1.33,2026-08-26T22:39:05
