model,fae_method,metric,level_idx,level_frac,batch_idx,n,mean_score,raw_scores,runtime_seconds,timestamp
squeezenet,guided_backprop,max_sensitivity,7,0.7,0,8,1.5031561255455017,1.37746;1.41977;1.43243;1.7292;1.64732;1.54018;1.50864;1.37025,4.11,2026-08-27T05:18:07
squeezenet,guided_backprop,max_sensitivity,7,0.7,1,8,1.368153601884842,1.34699;1.28735;1.35395;1.25273;1.38501;1.37102;1.35338;1.5948,4.5,2026-08-27T05:18:11
squeezenet,guided_backprop,max_sensitivity,7,0.7,2,8,1.4307358860969543,1.60182;1.24416;1.48974;1.43653;1.2928;1.3193;1.32543;1.73612,5.0,2026-08-27T05:18:16
squeezenet,guided_backprop,max_sensitivity,7,0.7,3,8,1.4941338151693344,1.42874;1.34531;1.49259;1.73098;1.396;1.64693;1.32195;1.59057,4.06,2026-08-27T05:18:20
squeezenet,guided_backprop,max_sensitivity,7,0.7,4,8,1.3706019073724747,1.32349;1.3001;1.40057;1.51129;1.36341;1.40048;1.49058;1.17489,3.99,2026-08-27T05:18:24
squeezenet,guided_backprop,max_sensitivity,7,0.7,5,8,1.5601518005132675,1.5897;1.49311;1.36517;1.40701;1.37238;1.40383;1.47122;2.37879,5.34,2026-08-27T05:18:30
squeezenet,guided_backprop,max_sensitivity,7,0.7,6,8,1.4407794028520584,1.34364;1.44889;1.33923;1.57145;1.49912;1.47196;1.4269;1.42504,4.04,2026-08-27T05:18:34
squeezenet,guided_backprop,max_sensitivity,7,0.7,7,8,1.2834760397672653,1.32634;1.23495;1.34503;1.31043;1.1671;1.24574;1.39874;1.23947,4.01,2026-08-27T05:18:38
squeezenet,guided_backprop,max_sensitivity,8,0.8,0,8,1.4520552903413773,1.34364;1.32203;1.6527;1.68456;1.34052;1.32981;1.48224;1.46093,4.71,2026-08-27T05:18:42
squeezenet,guided_backprop,max_sensitivity,8,0.8,1,8,1.419003203511238,1.43645;1.31045;1.45864;1.2308;1.42776;1.39332;1.38343;1.71117,3.27,2026-08-27T05:18:46
squeezenet,guided_backprop,max_sensitivity,8,0.8,2,8,1.4790334701538086,1.60087;1.3159;1.52434;1.51452;1.34401;1.32786;1.35902;1.84574,3.37,2026-08-27T05:18:49
squeezenet,guided_backprop,max_sensitivity,8,0.8,3,8,1.572622686624527,1.46323;1.50186;1.57417;1.79407;1.47605;1.64294;1.37184;1.75681,3.45,2026-08-27T05:18:53
squeezenet,guided_backprop,max_sensitivity,8,0.8,4,8,1.4244515150785446,1.4037;1.31561;1.48732;1.5122;1.40514;1.46185;1.62051;1.18929,4.61,2026-08-27T05:18:57
squeezenet,guided_backprop,max_sensitivity,8,0.8,5,8,1.6138640642166138,1.58631;1.5111;1.37441;1.45055;1.44891;1.46203;1.47229;2.60532,3.36,2026-08-27T05:19:00
squeezenet,guided_backprop,max_sensitivity,8,0.8,6,8,1.4585168063640594,1.34694;1.47124;1.40192;1.5769;1.51713;1.44183;1.46782;1.44436,3.37,2026-08-27T05:19:04
squeezenet,guided_backprop,max_sensitivity,8,0.8,7,8,1.3626750856637955,1.41312;1.26645;1.43718;1.35454;1.23566;1.38773;1.45561;1.35111,3.79,2026-08-27T05:19:08
squeezenet,guided_backprop,max_sensitivity,9,0.9,0,8,1.4868787974119186,1.3411;1.34164;1.38718;1.85282;1.55766;1.44483;1.52487;1.44493,3.94,2026-08-27T05:19:12
squeezenet,guided_backprop,max_sensitivity,9,0.9,1,8,1.481687381863594,1.48068;1.42972;1.44554;1.29355;1.43725;1.53335;1.49058;1.74284,2.96,2026-08-27T05:19:15
squeezenet,guided_backprop,max_sensitivity,9,0.9,2,8,1.5149565786123276,1.7018;1.33705;1.5661;1.56241;1.38079;1.35488;1.37288;1.84374,2.99,2026-08-27T05:19:18
squeezenet,guided_backprop,max_sensitivity,9,0.9,3,8,1.5639094561338425,1.49577;1.47365;1.59681;1.78045;1.40216;1.66889;1.40482;1.68873,2.96,2026-08-27T05:19:21
squeezenet,guided_backprop,max_sensitivity,9,0.9,4,8,1.4380604773759842,1.4063;1.34534;1.51912;1.60122;1.45692;1.38368;1.54909;1.24283,4.31,2026-08-27T05:19:25
squeezenet,guided_backprop,max_sensitivity,9,0.9,5,8,1.6814713329076767,1.70007;1.42893;1.66183;1.53986;1.51442;1.48925;1.53146;2.58594,2.97,2026-08-27T05:19:28
squeezenet,guided_backprop,max_sensitivity,9,0.9,6,8,1.4920410811901093,1.33415;1.44153;1.39634;1.69899;1.5354;1.5726;1.49884;1.45848,2.92,2026-08-27T05:19:31
squeezenet,guided_backprop,max_sensitivity,9,0.9,7,8,1.398640215396881,1.4197;1.33381;1.43988;1.40766;1.28457;1.40128;1.51907;1.38314,2.88,2026-08-27T05:19:34
squeezenet,guided_backprop,random_logit,0,0.0,0,8,0.885363585000986,0.945887;0.919711;0.803698;0.96293;0.985696;0.907388;0.834428;0.723171,1.15,2026-08-27T05:19:35
squeezenet,guided_backprop,random_logit,0,0.0,1,8,0.9171575214398971,0.900679;0.874094;0.947606;0.940502;0.899157;0.8695;0.977378;0.928344,1.58,2026-08-27T05:19:36
squeezenet,guided_backprop,random_logit,0,0.0,2,8,0.8923888141011951,0.950063;0.596989;0.938787;0.985696;0.892216;0.864156;0.986441;0.924764,1.57,2026-08-27T05:19:38
squeezenet,guided_backprop,random_logit,0,0.0,3,8,0.8484764773776365,0.946159;0.796382;0.622684;0.879098;0.900983;0.735384;0.93726;0.969862,1.32,2026-08-27T05:19:39
squeezenet,guided_backprop,random_logit,0,0.0,4,8,0.8673360574835374,0.806422;0.810846;0.888761;0.924696;0.852287;0.910124;0.971859;0.773693,1.04,2026-08-27T05:19:40
squeezenet,guided_backprop,random_logit,0,0.0,5,8,0.9005166174233645,0.974995;0.841277;0.970308;0.788563;0.989137;0.852375;0.964707;0.822769,1.1,2026-08-27T05:19:41
squeezenet,guided_backprop,random_logit,0,0.0,6,8,0.9212044654281093,0.96522;0.737941;0.933679;0.944642;0.951582;0.921853;0.935855;0.978863,1.1,2026-08-27T05:19:42
squeezenet,guided_backprop,random_logit,0,0.0,7,8,0.8028355766604776,0.849696;0.930729;0.785486;0.508173;0.890438;0.955591;0.698308;0.804264,1.07,2026-08-27T05:19:44
squeezenet,guided_backprop,random_logit,1,0.1,0,8,0.8579607699364902,0.896006;0.906935;0.775221;0.915018;0.976955;0.892381;0.795804;0.705367,1.07,2026-08-27T05:19:45
squeezenet,guided_backprop,random_logit,1,0.1,1,8,0.8832621422942442,0.843354;0.869714;0.913698;0.894849;0.853945;0.841877;0.959841;0.888819,1.05,2026-08-27T05:19:46
squeezenet,guided_backprop,random_logit,1,0.1,2,8,0.8382789633991652,0.891466;0.610178;0.884159;0.940904;0.81168;0.798878;0.897063;0.871904,1.08,2026-08-27T05:19:47
squeezenet,guided_backprop,random_logit,1,0.1,3,8,0.8191180235936629,0.911598;0.769678;0.613045;0.86607;0.856768;0.704566;0.887326;0.943893,1.08,2026-08-27T05:19:48
squeezenet,guided_backprop,random_logit,1,0.1,4,8,0.8385000792831784,0.768222;0.802371;0.838425;0.868636;0.809972;0.903658;0.952083;0.764632,1.22,2026-08-27T05:19:49
squeezenet,guided_backprop,random_logit,1,0.1,5,8,0.8848821873591318,0.947579;0.841423;0.949046;0.781192;0.975307;0.85771;0.944511;0.78229,1.51,2026-08-27T05:19:51
squeezenet,guided_backprop,random_logit,1,0.1,6,8,0.8939017889243039,0.930356;0.713562;0.895416;0.914925;0.897241;0.913347;0.932117;0.95425,1.52,2026-08-27T05:19:52
squeezenet,guided_backprop,random_logit,1,0.1,7,8,0.7844808553875765,0.821785;0.929123;0.780237;0.520229;0.866548;0.945037;0.654785;0.758103,1.14,2026-08-27T05:19:53
squeezenet,guided_backprop,random_logit,2,0.2,0,8,0.8371072675585467,0.855533;0.898348;0.729778;0.874667;0.970931;0.911449;0.765886;0.690266,1.01,2026-08-27T05:19:54
squeezenet,guided_backprop,random_logit,2,0.2,1,8,0.8580246054879737,0.798528;0.868426;0.888011;0.857385;0.827419;0.820898;0.944932;0.858598,1.02,2026-08-27T05:19:55
squeezenet,guided_backprop,random_logit,2,0.2,2,8,0.7922471248527683,0.862109;0.628334;0.837769;0.90135;0.717915;0.75065;0.809103;0.830747,1.01,2026-08-27T05:19:56
squeezenet,guided_backprop,random_logit,2,0.2,3,8,0.8008268821026193,0.885298;0.784293;0.608762;0.855936;0.822997;0.682286;0.846656;0.920387,1.02,2026-08-27T05:19:57
squeezenet,guided_backprop,random_logit,2,0.2,4,8,0.8179951488964272,0.755893;0.798463;0.789667;0.827052;0.778523;0.89907;0.935619;0.759674,1.03,2026-08-27T05:19:58
squeezenet,guided_backprop,random_logit,2,0.2,5,8,0.8722071377600096,0.924781;0.843421;0.93231;0.778698;0.965136;0.852078;0.930172;0.75106,1.05,2026-08-27T05:19:59
squeezenet,guided_backprop,random_logit,2,0.2,6,8,0.8742958428139392,0.915457;0.697804;0.861008;0.891135;0.85718;0.907333;0.930492;0.933957,1.0,2026-08-27T05:20:00
squeezenet,guided_backprop,random_logit,2,0.2,7,8,0.7827200113289693,0.801404;0.927727;0.767764;0.539388;0.856674;0.937011;0.624661;0.807133,1.0,2026-08-27T05:20:01
squeezenet,guided_backprop,random_logit,3,0.3,0,8,0.8156342213626938,0.823485;0.892483;0.720456;0.806314;0.959854;0.916439;0.738416;0.667627,0.96,2026-08-27T05:20:02
squeezenet,guided_backprop,random_logit,3,0.3,1,8,0.8266019593782856,0.748684;0.848209;0.831957;0.806951;0.813553;0.809811;0.915096;0.838553,1.36,2026-08-27T05:20:04
squeezenet,guided_backprop,random_logit,3,0.3,2,8,0.750402318882603,0.817888;0.64534;0.803673;0.85971;0.701278;0.676096;0.739635;0.759598,1.42,2026-08-27T05:20:05
squeezenet,guided_backprop,random_logit,3,0.3,3,8,0.781147264423242,0.849757;0.785905;0.60103;0.838962;0.78776;0.663464;0.812889;0.909412,1.41,2026-08-27T05:20:07
squeezenet,guided_backprop,random_logit,3,0.3,4,8,0.8060772048080741,0.730274;0.794135;0.776859;0.800383;0.771268;0.894324;0.923472;0.757904,0.95,2026-08-27T05:20:07
squeezenet,guided_backprop,random_logit,3,0.3,5,8,0.8666693011653223,0.909502;0.848919;0.921392;0.775341;0.957974;0.872422;0.919666;0.72814,0.93,2026-08-27T05:20:08
squeezenet,guided_backprop,random_logit,3,0.3,6,8,0.8609707927045614,0.899534;0.688279;0.845947;0.875812;0.824227;0.905353;0.930085;0.91853,0.94,2026-08-27T05:20:09
squeezenet,guided_backprop,random_logit,3,0.3,7,8,0.7766852920453714,0.787871;0.930127;0.777918;0.564423;0.847109;0.926666;0.604418;0.774951,0.94,2026-08-27T05:20:10
squeezenet,guided_backprop,random_logit,4,0.4,0,8,0.8167317407584607,0.809515;0.861173;0.793885;0.816024;0.917598;0.907457;0.731021;0.697181,0.93,2026-08-27T05:20:11
squeezenet,guided_backprop,random_logit,4,0.4,1,8,0.8255913378508727,0.742732;0.852663;0.854751;0.813971;0.792727;0.801463;0.927725;0.818699,0.91,2026-08-27T05:20:12
squeezenet,guided_backprop,random_logit,4,0.4,2,8,0.7356180925592128,0.816573;0.674216;0.783239;0.857017;0.62774;0.642648;0.727784;0.755728,0.91,2026-08-27T05:20:13
squeezenet,guided_backprop,random_logit,4,0.4,3,8,0.7787321426720115,0.852402;0.800225;0.646965;0.829531;0.779497;0.667789;0.759413;0.894035,0.94,2026-08-27T05:20:14
squeezenet,guided_backprop,random_logit,4,0.4,4,8,0.7852036586646988,0.736261;0.810305;0.746076;0.766191;0.73026;0.879914;0.89282;0.719803,0.94,2026-08-27T05:20:15
squeezenet,guided_backprop,random_logit,4,0.4,5,8,0.8579845005958875,0.877789;0.86352;0.911988;0.757608;0.935562;0.889472;0.91353;0.714407,0.97,2026-08-27T05:20:16
squeezenet,guided_backprop,random_logit,4,0.4,6,8,0.8478006703061682,0.865426;0.6717;0.840815;0.864264;0.799844;0.901449;0.933032;0.905877,1.15,2026-08-27T05:20:17
squeezenet,guided_backprop,random_logit,4,0.4,7,8,0.7790171537828467,0.783568;0.921098;0.771568;0.586707;0.847113;0.922909;0.581993;0.817181,1.37,2026-08-27T05:20:18
squeezenet,guided_backprop,random_logit,5,0.5,0,8,0.7950389768680318,0.799079;0.843353;0.694052;0.776031;0.93494;0.900866;0.730304;0.681686,1.07,2026-08-27T05:20:20
squeezenet,guided_backprop,random_logit,5,0.5,1,8,0.8232680379586296,0.731263;0.882422;0.85015;0.802639;0.781302;0.801222;0.924922;0.812225,1.05,2026-08-27T05:20:21
squeezenet,guided_backprop,random_logit,5,0.5,2,8,0.7220739879781479,0.782611;0.698063;0.747939;0.84571;0.644609;0.623674;0.704199;0.729787,0.76,2026-08-27T05:20:21
squeezenet,guided_backprop,random_logit,5,0.5,3,8,0.7737101177913752,0.840787;0.791642;0.652059;0.840286;0.757883;0.659208;0.758953;0.888863,0.73,2026-08-27T05:20:22
squeezenet,guided_backprop,random_logit,5,0.5,4,8,0.785084581306676,0.718992;0.823657;0.715505;0.756727;0.713096;0.886684;0.892096;0.773918,0.73,2026-08-27T05:20:23
squeezenet,guided_backprop,random_logit,5,0.5,5,8,0.8641214760360233,0.879689;0.868223;0.906167;0.800936;0.95019;0.883629;0.909562;0.714576,0.73,2026-08-27T05:20:24
squeezenet,guided_backprop,random_logit,5,0.5,6,8,0.844765157065227,0.881996;0.678911;0.81731;0.857743;0.785175;0.904019;0.930317;0.902649,0.76,2026-08-27T05:20:24
squeezenet,guided_backprop,random_logit,5,0.5,7,8,0.7908047411347854,0.773072;0.937454;0.798942;0.63133;0.827721;0.923552;0.597563;0.836805,0.74,2026-08-27T05:20:25
squeezenet,guided_backprop,random_logit,6,0.6,0,8,0.8157644451253254,0.760856;0.884244;0.733102;0.775749;0.961909;0.938626;0.740108;0.731522,0.68,2026-08-27T05:20:26
squeezenet,guided_backprop,random_logit,6,0.6,1,8,0.7991240666136548,0.685987;0.881278;0.824789;0.751003;0.779989;0.78047;0.902228;0.787247,0.69,2026-08-27T05:20:26
squeezenet,guided_backprop,random_logit,6,0.6,2,8,0.7156998239998777,0.754436;0.73832;0.744102;0.817753;0.643303;0.627832;0.6615;0.738353,0.67,2026-08-27T05:20:27
squeezenet,guided_backprop,random_logit,6,0.6,3,8,0.7757377994574779,0.804393;0.826206;0.674778;0.814178;0.765039;0.679885;0.759375;0.882048,0.69,2026-08-27T05:20:28
squeezenet,guided_backprop,random_logit,6,0.6,4,8,0.7864026172600316,0.730333;0.780404;0.74519;0.762161;0.744186;0.887795;0.888645;0.752509,0.68,2026-08-27T05:20:28
squeezenet,guided_backprop,random_logit,6,0.6,5,8,0.8721244204162428,0.878246;0.881976;0.907095;0.817488;0.949638;0.908614;0.909034;0.724904,0.67,2026-08-27T05:20:29
squeezenet,guided_backprop,random_logit,6,0.6,6,8,0.847892426140044,0.883514;0.692195;0.805812;0.860954;0.786518;0.913821;0.940092;0.900232,0.69,2026-08-27T05:20:30
squeezenet,guided_backprop,random_logit,6,0.6,7,8,0.7758547414574,0.71593;0.944501;0.8024;0.560634;0.835989;0.923738;0.615776;0.80787,0.72,2026-08-27T05:20:31
squeezenet,guided_backprop,random_logit,7,0.7,0,8,0.8194066716373241,0.75392;0.852531;0.821129;0.811129;0.93357;0.927854;0.722496;0.732625,0.95,2026-08-27T05:20:31
squeezenet,guided_backprop,random_logit,7,0.7,1,8,0.8148453268417921,0.731508;0.911587;0.83314;0.743925;0.794113;0.783364;0.928289;0.792837,0.92,2026-08-27T05:20:32
squeezenet,guided_backprop,random_logit,7,0.7,2,8,0.7341380534739328,0.786855;0.79122;0.777853;0.847479;0.653493;0.5794;0.665265;0.771541,0.92,2026-08-27T05:20:33
squeezenet,guided_backprop,random_logit,7,0.7,3,8,0.781770947447249,0.81055;0.779499;0.664008;0.84027;0.761513;0.71821;0.783283;0.896835,0.97,2026-08-27T05:20:34
squeezenet,guided_backprop,random_logit,7,0.7,4,8,0.8092549152796071,0.761749;0.853138;0.747276;0.771637;0.757892;0.902204;0.896646;0.783498,0.75,2026-08-27T05:20:35
squeezenet,guided_backprop,random_logit,7,0.7,5,8,0.8768312181285706,0.870108;0.886238;0.90911;0.857461;0.916337;0.903464;0.917304;0.754628,0.62,2026-08-27T05:20:36
squeezenet,guided_backprop,random_logit,7,0.7,6,8,0.8459455167533507,0.873083;0.648784;0.850444;0.855262;0.800422;0.903196;0.942183;0.894191,0.63,2026-08-27T05:20:36
squeezenet,guided_backprop,random_logit,7,0.7,7,8,0.8088970740471955,0.797915;0.927115;0.849133;0.722382;0.850531;0.925939;0.561532;0.836628,0.65,2026-08-27T05:20:37
squeezenet,guided_backprop,random_logit,8,0.8,0,8,0.8333341079017789,0.830931;0.911945;0.786138;0.771318;0.935086;0.928816;0.740556;0.761882,0.51,2026-08-27T05:20:37
squeezenet,guided_backprop,random_logit,8,0.8,1,8,0.8541088549093642,0.751033;0.899292;0.874553;0.863148;0.848016;0.828496;0.907903;0.86043,0.52,2026-08-27T05:20:38
squeezenet,guided_backprop,random_logit,8,0.8,2,8,0.7522301283911932,0.810354;0.834241;0.785615;0.735699;0.694283;0.722832;0.701101;0.733716,0.49,2026-08-27T05:20:39
squeezenet,guided_backprop,random_logit,8,0.8,3,8,0.8227205979958574,0.825846;0.886809;0.725649;0.846296;0.807927;0.761358;0.820125;0.907755,0.52,2026-08-27T05:20:39
squeezenet,guided_backprop,random_logit,8,0.8,4,8,0.8396791254602827,0.767213;0.890764;0.803563;0.798078;0.806467;0.917678;0.909179;0.824491,0.49,2026-08-27T05:20:40
squeezenet,guided_backprop,random_logit,8,0.8,5,8,0.8936075305734058,0.929695;0.877576;0.935051;0.795201;0.931674;0.928948;0.925623;0.825092,0.51,2026-08-27T05:20:40
squeezenet,guided_backprop,random_logit,8,0.8,6,8,0.88062153869198,0.899079;0.76886;0.860945;0.884877;0.833822;0.936078;0.95752;0.903792,0.49,2026-08-27T05:20:41
squeezenet,guided_backprop,random_logit,8,0.8,7,8,0.8497529122726049,0.828806;0.959786;0.898294;0.794608;0.869052;0.948093;0.595213;0.90417,0.51,2026-08-27T05:20:41
squeezenet,guided_backprop,random_logit,9,0.9,0,8,0.8966858268740391,0.870362;0.920293;0.876411;0.905;0.957356;0.960741;0.873423;0.8099,0.41,2026-08-27T05:20:41
squeezenet,guided_backprop,random_logit,9,0.9,1,8,0.8943624417839605,0.840137;0.904727;0.934374;0.890483;0.863352;0.871722;0.937153;0.912952,0.43,2026-08-27T05:20:42
squeezenet,guided_backprop,random_logit,9,0.9,2,8,0.842641674731635,0.866133;0.916032;0.852091;0.853293;0.762782;0.850446;0.786059;0.854297,0.43,2026-08-27T05:20:42
squeezenet,guided_backprop,random_logit,9,0.9,3,8,0.8673486174563672,0.885497;0.87881;0.855394;0.872738;0.850975;0.841027;0.819536;0.934813,0.41,2026-08-27T05:20:43
squeezenet,guided_backprop,random_logit,9,0.9,4,8,0.8728221233182751,0.846654;0.840931;0.860713;0.829651;0.877035;0.939278;0.930305;0.85801,0.45,2026-08-27T05:20:43
squeezenet,guided_backprop,random_logit,9,0.9,5,8,0.9223482305941675,0.91228;0.926602;0.954348;0.885758;0.942155;0.958317;0.943267;0.856059,0.44,2026-08-27T05:20:44
squeezenet,guided_backprop,random_logit,9,0.9,6,8,0.905336902477106,0.916271;0.847381;0.873508;0.90918;0.854083;0.944625;0.964427;0.933219,0.48,2026-08-27T05:20:44
squeezenet,guided_backprop,random_logit,9,0.9,7,8,0.8831536445331494,0.821381;0.951445;0.916543;0.844841;0.92511;0.945113;0.731602;0.929196,0.45,2026-08-27T05:20:45
squeezenet,lrp,max_sensitivity,0,0.0,0,8,1.3448731452226639,1.30211;1.24134;1.50897;1.48729;1.3607;1.22605;1.36543;1.26709,10.34,2026-08-27T05:20:55
squeezenet,lrp,max_sensitivity,0,0.0,1,8,1.2683577984571457,1.33194;1.35139;1.29013;1.16862;1.19948;1.21854;1.2167;1.37007,8.57,2026-08-27T05:21:03
squeezenet,lrp,max_sensitivity,0,0.0,2,8,1.2914982587099075,1.45099;1.24689;1.35085;1.2411;1.15984;1.24577;1.25718;1.37936,7.57,2026-08-27T05:21:11
squeezenet,lrp,max_sensitivity,0,0.0,3,8,1.3552600592374802,1.30963;1.30026;1.30659;1.66611;1.23492;1.54044;1.20262;1.28152,8.89,2026-08-27T05:21:20
squeezenet,lrp,max_sensitivity,0,0.0,4,8,1.2320720702409744,1.15524;1.32387;1.30674;1.1642;1.26177;1.28133;1.27067;1.09276,8.01,2026-08-27T05:21:28
squeezenet,lrp,max_sensitivity,0,0.0,5,8,1.4731016010046005,1.46744;1.40677;1.34741;1.34999;1.46682;1.18593;1.36028;2.20017,8.48,2026-08-27T05:21:36
squeezenet,lrp,max_sensitivity,0,0.0,6,8,1.2815390974283218,1.17274;1.54011;1.1926;1.37889;1.2434;1.27454;1.26382;1.18622,8.82,2026-08-27T05:21:45
squeezenet,lrp,max_sensitivity,0,0.0,7,8,1.3250469714403152,1.32441;1.23344;1.26476;1.364;1.32203;1.3217;1.563;1.20705,7.46,2026-08-27T05:21:53
squeezenet,lrp,max_sensitivity,1,0.1,0,8,1.3428946882486343,1.28673;1.35772;1.408;1.4518;1.28474;1.25771;1.38977;1.30671,8.8,2026-08-27T05:22:02
squeezenet,lrp,max_sensitivity,1,0.1,1,8,1.276832476258278,1.35702;1.3781;1.34703;1.1541;1.21854;1.20504;1.21312;1.34171,7.57,2026-08-27T05:22:09
squeezenet,lrp,max_sensitivity,1,0.1,2,8,1.3123317658901215,1.48334;1.28177;1.3524;1.29384;1.14575;1.2475;1.26356;1.4305,8.53,2026-08-27T05:22:18
squeezenet,lrp,max_sensitivity,1,0.1,3,8,1.35516656935215,1.24616;1.31474;1.29051;1.62653;1.25141;1.61983;1.20112;1.29103,8.29,2026-08-27T05:22:26
squeezenet,lrp,max_sensitivity,1,0.1,4,8,1.227630227804184,1.1776;1.27421;1.28385;1.17215;1.26019;1.25064;1.27231;1.13009,7.48,2026-08-27T05:22:33
squeezenet,lrp,max_sensitivity,1,0.1,5,8,1.4687515795230865,1.53554;1.38106;1.31373;1.31825;1.47222;1.20911;1.38066;2.13943,8.51,2026-08-27T05:22:42
squeezenet,lrp,max_sensitivity,1,0.1,6,8,1.288477972149849,1.17117;1.49154;1.22167;1.3746;1.25002;1.28444;1.30745;1.20694,7.49,2026-08-27T05:22:49
squeezenet,lrp,max_sensitivity,1,0.1,7,8,1.3324856162071228,1.30446;1.19012;1.26413;1.39936;1.27267;1.36361;1.63662;1.22892,8.8,2026-08-27T05:22:58
squeezenet,lrp,max_sensitivity,2,0.2,0,8,1.356429174542427,1.26403;1.22537;1.42633;1.54791;1.33666;1.36106;1.42514;1.26493,7.12,2026-08-27T05:23:05
squeezenet,lrp,max_sensitivity,2,0.2,1,8,1.2914750576019287,1.36344;1.38258;1.31978;1.19036;1.21866;1.27998;1.21691;1.36008,8.17,2026-08-27T05:23:13
squeezenet,lrp,max_sensitivity,2,0.2,2,8,1.3051959425210953,1.47519;1.2669;1.34639;1.23491;1.15918;1.22877;1.28965;1.44057,8.13,2026-08-27T05:23:22
squeezenet,lrp,max_sensitivity,2,0.2,3,8,1.3624539524316788,1.26427;1.29854;1.33901;1.61852;1.25759;1.61121;1.23183;1.27867,7.57,2026-08-27T05:23:29
squeezenet,lrp,max_sensitivity,2,0.2,4,8,1.2427270710468292,1.16004;1.32627;1.30507;1.15407;1.23641;1.37435;1.28005;1.10555,8.27,2026-08-27T05:23:37
squeezenet,lrp,max_sensitivity,2,0.2,5,8,1.4575834721326828,1.53084;1.40789;1.35085;1.30353;1.49761;1.21599;1.29453;2.05943,7.1,2026-08-27T05:23:45
squeezenet,lrp,max_sensitivity,2,0.2,6,8,1.2904264330863953,1.16075;1.45586;1.23775;1.41645;1.22045;1.26146;1.30497;1.26571,8.24,2026-08-27T05:23:53
squeezenet,lrp,max_sensitivity,2,0.2,7,8,1.3428442776203156,1.3157;1.21174;1.28157;1.39912;1.29181;1.35186;1.64996;1.241,6.88,2026-08-27T05:24:00
squeezenet,lrp,max_sensitivity,3,0.3,0,8,1.3708876371383667,1.25047;1.23381;1.6987;1.48548;1.25691;1.34055;1.42319;1.27798,8.15,2026-08-27T05:24:08
squeezenet,lrp,max_sensitivity,3,0.3,1,8,1.308481365442276,1.39992;1.39068;1.37778;1.19602;1.2278;1.24273;1.23242;1.40051,6.71,2026-08-27T05:24:15
squeezenet,lrp,max_sensitivity,3,0.3,2,8,1.3127113580703735,1.45942;1.27225;1.3741;1.26636;1.18148;1.25392;1.28607;1.4081,8.18,2026-08-27T05:24:23
squeezenet,lrp,max_sensitivity,3,0.3,3,8,1.3998587876558304,1.26307;1.32027;1.35804;1.67686;1.26592;1.58651;1.26869;1.45952,7.09,2026-08-27T05:24:30
squeezenet,lrp,max_sensitivity,3,0.3,4,8,1.2372627556324005,1.15939;1.32666;1.30118;1.18677;1.25061;1.28615;1.2751;1.11224,7.9,2026-08-27T05:24:38
squeezenet,lrp,max_sensitivity,3,0.3,5,8,1.5034631192684174,1.49982;1.45172;1.38921;1.34378;1.50973;1.25401;1.32045;2.25897,7.36,2026-08-27T05:24:45
squeezenet,lrp,max_sensitivity,3,0.3,6,8,1.2995045185089111,1.15092;1.58063;1.21317;1.38421;1.22438;1.2632;1.3169;1.26264,7.41,2026-08-27T05:24:52
squeezenet,lrp,max_sensitivity,3,0.3,7,8,1.3488916009664536,1.35028;1.22339;1.26015;1.37919;1.35789;1.39799;1.57973;1.24251,7.63,2026-08-27T05:25:00
squeezenet,lrp,max_sensitivity,4,0.4,0,8,1.3667881935834885,1.26228;1.23248;1.50742;1.4976;1.35677;1.33085;1.42976;1.31714,6.82,2026-08-27T05:25:07
squeezenet,lrp,max_sensitivity,4,0.4,1,8,1.3055002838373184,1.42289;1.4282;1.36172;1.18819;1.21238;1.20098;1.22652;1.40311,7.45,2026-08-27T05:25:14
squeezenet,lrp,max_sensitivity,4,0.4,2,8,1.3334452509880066,1.48813;1.28315;1.36599;1.32738;1.19319;1.27927;1.28474;1.44571,6.98,2026-08-27T05:25:21
squeezenet,lrp,max_sensitivity,4,0.4,3,8,1.3790632337331772,1.23528;1.29403;1.35239;1.66243;1.26926;1.59106;1.26648;1.36158,7.63,2026-08-27T05:25:29
squeezenet,lrp,max_sensitivity,4,0.4,4,8,1.2422920316457748,1.15652;1.34313;1.26841;1.18541;1.27659;1.29018;1.30974;1.10837,6.64,2026-08-27T05:25:36
squeezenet,lrp,max_sensitivity,4,0.4,5,8,1.4980645328760147,1.54229;1.3877;1.52096;1.3029;1.54721;1.25147;1.40458;2.0274,7.75,2026-08-27T05:25:43
squeezenet,lrp,max_sensitivity,4,0.4,6,8,1.316097229719162,1.17571;1.51783;1.24658;1.40613;1.25649;1.30084;1.34826;1.27695,6.62,2026-08-27T05:25:50
squeezenet,lrp,max_sensitivity,4,0.4,7,8,1.3561163246631622,1.36592;1.21106;1.2972;1.37713;1.33757;1.36582;1.64917;1.24506,7.79,2026-08-27T05:25:58
squeezenet,lrp,max_sensitivity,5,0.5,0,8,1.3451220840215683,1.27766;1.22759;1.38696;1.5104;1.30837;1.32294;1.43685;1.29021,5.46,2026-08-27T05:26:03
squeezenet,lrp,max_sensitivity,5,0.5,1,8,1.3093731105327606,1.37222;1.416;1.37777;1.24763;1.2377;1.22806;1.23778;1.35781,6.34,2026-08-27T05:26:10
squeezenet,lrp,max_sensitivity,5,0.5,2,8,1.3368424326181412,1.51197;1.28857;1.36534;1.27983;1.20091;1.32266;1.32164;1.40382,6.22,2026-08-27T05:26:16
